mip,institution,model,ensemble,realm,variable,grid,zstore,version
ScenarioMIP,IPSL,IPSL-CM6A-LR,r1i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Ofx/areacello/gn/v20190119/,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Omon/tos/gn/v20190119/,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,r1i1p1f1,fx,areacella,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/fx/areacella/gr/v20190119/,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,r2i1p1f1,AERmon,od550aer,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r2i1p1f1/AERmon/od550aer/gr/v20190516/,20190516
ScenarioMIP,IPSL,IPSL-CM6A-LR,r2i1p1f1,Amon,clt,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r2i1p1f1/Amon/clt/gr/v20190516/,20190516
ScenarioMIP,IPSL,IPSL-CM6A-LR,r2i1p1f1,Amon,prc,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r2i1p1f1/Amon/prc/gr/v20190516/,20190516
ScenarioMIP,IPSL,IPSL-CM6A-LR,r2i1p1f1,Amon,tas,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r2i1p1f1/Amon/tas/gr/v20190516/,20190516
ScenarioMIP,IPSL,IPSL-CM6A-LR,r2i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r2i1p1f1/Ofx/areacello/gn/v20190516/,20190516
ScenarioMIP,IPSL,IPSL-CM6A-LR,r2i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r2i1p1f1/Omon/tos/gn/v20190516/,20190516
ScenarioMIP,IPSL,IPSL-CM6A-LR,r2i1p1f1,fx,areacella,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r2i1p1f1/fx/areacella/gr/v20190516/,20190516
ScenarioMIP,IPSL,IPSL-CM6A-LR,r3i1p1f1,AERmon,od550aer,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r3i1p1f1/AERmon/od550aer/gr/v20191121/,20191121
ScenarioMIP,IPSL,IPSL-CM6A-LR,r3i1p1f1,Amon,clt,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r3i1p1f1/Amon/clt/gr/v20191121/,20191121
ScenarioMIP,IPSL,IPSL-CM6A-LR,r3i1p1f1,Amon,prc,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r3i1p1f1/Amon/prc/gr/v20191121/,20191121
ScenarioMIP,IPSL,IPSL-CM6A-LR,r3i1p1f1,Amon,tas,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r3i1p1f1/Amon/tas/gr/v20191121/,20191121
ScenarioMIP,IPSL,IPSL-CM6A-LR,r3i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r3i1p1f1/Ofx/areacello/gn/v20191121/,20191121
ScenarioMIP,IPSL,IPSL-CM6A-LR,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r3i1p1f1/Omon/tos/gn/v20191121/,20191121
ScenarioMIP,IPSL,IPSL-CM6A-LR,r3i1p1f1,fx,areacella,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r3i1p1f1/fx/areacella/gr/v20191121/,20191121
ScenarioMIP,MIROC,MIROC6,r1i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r1i1p1f1/Amon/clt/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r1i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r1i1p1f1/Amon/prc/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r1i1p1f1/Amon/tas/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r1i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r1i1p1f1/Ofx/areacello/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r1i1p1f1/Omon/tos/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r1i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r1i1p1f1/fx/areacella/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r2i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r2i1p1f1/Amon/clt/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r2i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r2i1p1f1/Amon/prc/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r2i1p1f1/Amon/tas/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r2i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r2i1p1f1/Ofx/areacello/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r2i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r2i1p1f1/Omon/tos/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r2i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r2i1p1f1/fx/areacella/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r3i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r3i1p1f1/Amon/clt/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r3i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r3i1p1f1/Amon/prc/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r3i1p1f1/Amon/tas/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r3i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r3i1p1f1/Ofx/areacello/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r3i1p1f1/Omon/tos/gn/v20190627/,20190627
ScenarioMIP,MIROC,MIROC6,r3i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r3i1p1f1/fx/areacella/gn/v20190627/,20190627
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r1i1p1f1,AERmon,od550aer,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/AERmon/od550aer/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r1i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/Amon/clt/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r1i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/Amon/prc/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/Amon/tas/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r1i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/Ofx/areacello/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/Omon/tos/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r1i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/fx/areacella/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r2i1p1f1,AERmon,od550aer,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r2i1p1f1/AERmon/od550aer/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r2i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r2i1p1f1/Amon/clt/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r2i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r2i1p1f1/Amon/prc/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r2i1p1f1/Amon/tas/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r2i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r2i1p1f1/Ofx/areacello/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r2i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r2i1p1f1/Omon/tos/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r2i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r2i1p1f1/fx/areacella/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r3i1p1f1,AERmon,od550aer,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r3i1p1f1/AERmon/od550aer/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r3i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r3i1p1f1/Amon/clt/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r3i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r3i1p1f1/Amon/prc/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r3i1p1f1/Amon/tas/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r3i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r3i1p1f1/Ofx/areacello/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r3i1p1f1/Omon/tos/gn/v20190710/,20190710
ScenarioMIP,MPI-M,MPI-ESM1-2-LR,r3i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r3i1p1f1/fx/areacella/gn/v20190710/,20190710
ScenarioMIP,MRI,MRI-ESM2-0,r1i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r1i1p1f1/Amon/prc/gn/v20190222/,20190222
ScenarioMIP,MRI,MRI-ESM2-0,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r1i1p1f1/Amon/tas/gn/v20190222/,20190222
ScenarioMIP,MRI,MRI-ESM2-0,r1i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r1i1p1f1/Ofx/areacello/gn/v20200120/,20200120
ScenarioMIP,MRI,MRI-ESM2-0,r1i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r1i1p1f1/fx/areacella/gn/v20190603/,20190603
ScenarioMIP,MRI,MRI-ESM2-0,r2i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r2i1p1f1/Amon/prc/gn/v20210830/,20210830
ScenarioMIP,MRI,MRI-ESM2-0,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r2i1p1f1/Amon/tas/gn/v20210830/,20210830
ScenarioMIP,MRI,MRI-ESM2-0,r2i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r2i1p1f1/Ofx/areacello/gn/v20200120/,20200120
ScenarioMIP,MRI,MRI-ESM2-0,r2i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r2i1p1f1/fx/areacella/gn/v20190603/,20190603
ScenarioMIP,MRI,MRI-ESM2-0,r3i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r3i1p1f1/Amon/prc/gn/v20210830/,20210830
ScenarioMIP,MRI,MRI-ESM2-0,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r3i1p1f1/Amon/tas/gn/v20210830/,20210830
ScenarioMIP,MRI,MRI-ESM2-0,r3i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r3i1p1f1/Ofx/areacello/gn/v20200120/,20200120
ScenarioMIP,MRI,MRI-ESM2-0,r3i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r3i1p1f1/fx/areacella/gn/v20190603/,20190603
ScenarioMIP,NCAR,CESM2-WACCM,r1i1p1f1,AERmon,od550aer,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r1i1p1f1/AERmon/od550aer/gn/v20190815/,20190815
ScenarioMIP,NCAR,CESM2-WACCM,r1i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r1i1p1f1/Amon/clt/gn/v20190815/,20190815
ScenarioMIP,NCAR,CESM2-WACCM,r1i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r1i1p1f1/Amon/prc/gn/v20190815/,20190815
ScenarioMIP,NCAR,CESM2-WACCM,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r1i1p1f1/Amon/tas/gn/v20190815/,20190815
ScenarioMIP,NCAR,CESM2-WACCM,r1i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r1i1p1f1/Ofx/areacello/gn/v20190815/,20190815
ScenarioMIP,NCAR,CESM2-WACCM,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r1i1p1f1/Omon/tos/gn/v20190815/,20190815
ScenarioMIP,NCAR,CESM2-WACCM,r1i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r1i1p1f1/fx/areacella/gn/v20190815/,20190815
ScenarioMIP,NCAR,CESM2-WACCM,r2i1p1f1,AERmon,od550aer,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r2i1p1f1/AERmon/od550aer/gn/v20200224/,20200224
ScenarioMIP,NCAR,CESM2-WACCM,r2i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r2i1p1f1/Amon/clt/gn/v20200224/,20200224
ScenarioMIP,NCAR,CESM2-WACCM,r2i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r2i1p1f1/Amon/prc/gn/v20200224/,20200224
ScenarioMIP,NCAR,CESM2-WACCM,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r2i1p1f1/Amon/tas/gn/v20200224/,20200224
ScenarioMIP,NCAR,CESM2-WACCM,r2i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r2i1p1f1/Ofx/areacello/gn/v20200224/,20200224
ScenarioMIP,NCAR,CESM2-WACCM,r2i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r2i1p1f1/Omon/tos/gn/v20200224/,20200224
ScenarioMIP,NCAR,CESM2-WACCM,r2i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r2i1p1f1/fx/areacella/gn/v20200224/,20200224
ScenarioMIP,NCAR,CESM2-WACCM,r3i1p1f1,AERmon,od550aer,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r3i1p1f1/AERmon/od550aer/gn/v20200206/,20200206
ScenarioMIP,NCAR,CESM2-WACCM,r3i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r3i1p1f1/Amon/clt/gn/v20200206/,20200206
ScenarioMIP,NCAR,CESM2-WACCM,r3i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r3i1p1f1/Amon/prc/gn/v20200206/,20200206
ScenarioMIP,NCAR,CESM2-WACCM,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r3i1p1f1/Amon/tas/gn/v20200206/,20200206
ScenarioMIP,NCAR,CESM2-WACCM,r3i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r3i1p1f1/Ofx/areacello/gn/v20200206/,20200206
ScenarioMIP,NCAR,CESM2-WACCM,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r3i1p1f1/Omon/tos/gn/v20200206/,20200206
ScenarioMIP,NCAR,CESM2-WACCM,r3i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r3i1p1f1/fx/areacella/gn/v20200206/,20200206
ScenarioMIP,NCC,NorESM2-LM,r1i1p1f1,AERmon,od550aer,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/od550aer/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r1i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/clt/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r1i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/prc/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r1i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Ofx/areacello/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Omon/tos/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r1i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/fx/areacella/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r2i1p1f1,AERmon,od550aer,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r2i1p1f1/AERmon/od550aer/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r2i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r2i1p1f1/Amon/clt/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r2i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r2i1p1f1/Amon/prc/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r2i1p1f1/Amon/tas/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r2i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r2i1p1f1/Ofx/areacello/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r2i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r2i1p1f1/Omon/tos/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r2i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r2i1p1f1/fx/areacella/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r3i1p1f1,AERmon,od550aer,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r3i1p1f1/AERmon/od550aer/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r3i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r3i1p1f1/Amon/clt/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r3i1p1f1,Amon,prc,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r3i1p1f1/Amon/prc/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r3i1p1f1/Amon/tas/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r3i1p1f1,Ofx,areacello,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r3i1p1f1/Ofx/areacello/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r3i1p1f1/Omon/tos/gn/v20191108/,20191108
ScenarioMIP,NCC,NorESM2-LM,r3i1p1f1,fx,areacella,gn,gs://cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r3i1p1f1/fx/areacella/gn/v20191108/,20191108
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r1i1p1f1,AERmon,od550aer,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r1i1p1f1/AERmon/od550aer/gr/v20191125/,20191125
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r1i1p1f1,Amon,clt,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r1i1p1f1/Amon/clt/gr/v20191125/,20191125
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r1i1p1f1,Amon,prc,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r1i1p1f1/Amon/prc/gr/v20191125/,20191125
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r1i1p1f1,Amon,tas,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r1i1p1f1/Amon/tas/gr/v20191217/,20191217
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r1i1p1f1,Omon,tos,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r1i1p1f1/Omon/tos/gr/v20200130/,20200130
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r2i1p1f1,AERmon,od550aer,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r2i1p1f1/AERmon/od550aer/gr/v20191125/,20191125
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r2i1p1f1,Amon,clt,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r2i1p1f1/Amon/clt/gr/v20191125/,20191125
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r2i1p1f1,Amon,prc,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r2i1p1f1/Amon/prc/gr/v20191125/,20191125
