year,FIO-ESM-2-0,GFDL-ESM4,GFDL-CM4,IITM-ESM,INM-CM4-8,MRI-ESM2-0,TaiESM1,CMCC-CM2-SR5,MIROC6,NorESM2-MM,INM-CM5-0,EC-Earth3-CC,EC-Earth3-Veg,ACCESS-CM2,BCC-CSM2-MR,FGOALS-f3-L,CanESM5,FGOALS-g3,CAMS-CSM1-0,NorESM2-LM,CAS-ESM2-0,EC-Earth3-Veg-LR,KIOST-ESM,CESM2-WACCM,MPI-ESM1-2-HR,KACE-1-0-G,IPSL-CM6A-LR,CMCC-ESM2,CIESM,AWI-CM-1-1-MR,EC-Earth3,MPI-ESM1-2-LR,NESM3,E3SM-1-1
1999,287.5078184151769,287.0505669534801,286.3009626033647,288.05601387732463,287.28916564285163,287.4399180807632,287.35284003155675,287.99836167126347,289.0882713089972,286.9665972075232,287.04461072151724,288.3955537934041,287.8966153573227,287.40261582333875,288.35230119086617,286.84797541372217,287.8546313428171,287.9888306708611,287.5262755453396,288.26574687894794,287.36567050348657,287.51872852435247,286.80981916309827,287.6441736321014,287.7084272972001,287.67830841792096,286.88528,287.9711300271014,288.5542773053624,287.67344772593043,287.68235040361697,287.5114941608359,287.5603047083279,287.02878486485207
2000,287.61255154629646,287.16352741867763,286.5511887472739,288.08741397252084,287.339596318813,287.5861238116911,287.34013033187307,287.99452776097826,288.99399954960035,286.9960056257512,287.0659537530469,288.4253410168911,287.8721474004037,287.55820745883165,288.53215427286995,286.7994104817028,287.8570106925357,288.0462271978038,287.5436369532481,288.40185291669474,287.5025792959198,287.61506848923966,286.85808878055786,287.84636032233,287.7969875408093,287.7134530527203,286.98013,287.964002398784,288.4475294328477,287.90334542477456,287.69910881744505,287.47657862464456,287.4842115975178,287.03767076795333
2001,287.6406265587564,287.2863347278804,286.6273131807447,288.2806445787989,287.3281256864976,287.5747767952424,287.3202921781081,288.2379543843231,288.91332112165816,287.30851591975653,287.0858258653575,288.57973924588106,288.0882542676936,287.4451763641654,288.64009740497727,286.8944097932717,287.9160782092449,288.01712617927143,287.5283973884295,288.2878941009305,287.8176258755236,287.3407952879812,286.94635172864145,288.04542774766924,287.86920711572424,287.73894749892173,286.88272,288.3262489892514,288.51456852059124,287.9193882491573,287.71803469480045,287.49918187861346,287.4036726599897,287.2714243390748
2002,287.46575736831045,287.2354248942101,286.5648459825208,288.14333052449666,287.1838100803488,287.44837843162816,287.3565217346632,288.49443969009354,288.8739190304296,287.45541943327504,287.1853028541454,288.5613116724882,287.98234974279467,287.436271617352,288.6662187980681,287.0870484576243,287.909958375616,288.21518980241524,287.68415447006475,287.9254601041428,287.7604868391184,287.55423499102454,286.79098478625014,288.02921417920874,287.8911481280938,287.8404826906825,286.79013,288.2794997261398,288.7332848499698,287.8901566769068,287.8938604777035,287.53459709559377,287.5559020484464,287.2636514035419
2003,287.53359544885745,287.1676593024865,286.57542227232994,288.245883828266,287.33109218582706,287.57200222035067,287.39716861767545,288.4400260651352,289.0627276133172,287.6498501641981,287.22351765854927,288.4436046556096,288.1051389005084,287.612762481896,288.5616381471827,286.9321294506353,287.9383184953679,288.1659815942174,287.7532083811064,288.0328476086771,287.49469071998766,287.7141545732252,287.0280329938568,287.99050817855425,287.8340417286038,287.9226398719942,286.88562,288.0816387326151,288.571837034216,288.00662690951253,287.97647559896944,287.67905807881505,287.5979135448368,287.330970580139
2004,287.5988251985231,287.25191909989894,286.7332780973798,288.1816421482437,287.43009955345366,287.64487171672545,287.5255508079659,288.2802922947188,289.2248119038514,287.87601157061874,287.2030551084244,288.4960518720817,288.1422942080515,287.4544429249682,288.5858092150615,287.089216599808,287.8852185383809,288.24928783741666,287.76747040318634,288.11442335408645,287.8879021565978,287.5817477906212,287.06506843188043,287.90790086784347,287.7967048210801,287.8982684680022,286.8843,288.01990782103115,288.55016759892493,288.0281416303099,287.946254238605,287.6242576840455,287.5694877405562,287.39348630266693
2005,287.7755416653281,287.18920105852465,286.70589831659885,288.21613650578723,287.37273844906207,287.8038109481756,287.6448962377052,288.3065883340722,289.01796367183687,287.9340057154308,287.1999810957554,288.4508140221366,288.028996763778,287.5436732936229,288.5196843851652,287.0990322065465,287.91105110907256,288.2341536644998,287.7798989445019,288.04021080073124,287.8785202678127,287.5452961018627,287.08408859029186,287.8228918522757,287.85701232917626,287.8597891955428,287.17618,288.0427829844433,288.7337801276711,287.8766749613264,288.0707557843036,287.50859931206844,287.594796522696,287.39567052747844
2006,287.70963829310364,287.10148540335894,286.72697610132155,288.16560393480387,287.33604954079544,287.72591098429217,287.53142057605714,288.4241536495806,288.8991582146303,287.64933745888374,287.2209339411136,288.589494264121,288.09468962554126,287.54955117999685,288.62182748259823,286.78837049043466,287.74582563908564,288.2437130730621,287.795550492868,288.0783223481623,287.58739099917204,287.60663096213403,286.9739693217759,287.7991907560645,287.9444759721894,287.89667027113194,287.1931,288.2687323894669,288.82116110402046,287.96292859149713,288.076318845553,287.52261009864907,287.6616255120687,287.3787159605364
2007,287.7031793891084,287.1560407554162,286.7686122257006,288.2196140263682,287.320172374322,287.6837403972968,287.6292947203737,288.58234478259783,288.9756559094678,287.4221183244426,287.198735192115,288.5362992189243,288.1866824531837,287.39423517162936,288.5713068828586,287.0389574434876,287.7930121069893,288.2160415439882,287.76266746070166,288.28629806431894,287.8895684096278,287.84552546382844,286.959153259832,287.99684655296056,287.9653852611495,287.95044928827593,286.93417,288.37756184855465,288.5977602958878,288.12692494564754,288.1125609780862,287.61037646325275,287.6139631220721,287.52877025783744
2008,287.6317675656469,287.2402784261147,286.7655962933677,287.9564942072404,287.34407636690554,287.7905806620745,287.6621991255254,288.65371430732927,289.27870195045074,287.35342610064805,287.1725548592426,288.5968345748733,288.0164434353121,287.5614953522924,288.57626339258405,287.2918034447313,287.92338665101573,288.1940081086923,287.62600666091726,288.4278165816904,287.9460578705782,287.68772541667096,287.2148697245083,288.0041596006424,288.1303557923709,287.9296108343335,287.0204,288.4898965971205,288.57967576370453,288.12451251862814,288.1645381313955,287.7509536987606,287.7177872559863,287.5980967773348
2009,287.6309202104857,287.3417876489925,286.6177622526212,288.0785265655481,287.42068179477315,287.6720780183295,287.71099109725657,288.5920787865798,289.30570241582313,287.5166125501618,287.1912020841016,288.6154734248972,287.9979850218362,287.4952672735284,288.5438560808141,286.8080600520645,288.0945964120751,288.2810453340296,287.63088520384173,288.36538605037,287.58180038271155,287.71827581455125,287.2095608769414,287.9190799488152,288.1835697785968,287.95123394162243,287.43698,288.2536514168497,288.5986799047003,288.16788947818645,288.22729496487415,287.61390578209284,287.69774184021225,287.55060464594527
2010,287.75098651784566,287.24609259369333,286.7780780974278,288.2540639347049,287.4974690393464,287.57628469224386,287.9279303459416,288.44416333257305,288.9866774629126,287.53465095393346,287.139883145166,288.5995651569992,288.11361280443583,287.67611741563496,288.57316802825454,286.9251899248997,288.39166615248257,288.20356758538145,287.6134613427834,288.37612005225054,287.94035484718376,287.8261166701648,287.1259243409477,287.97796673430764,288.0083742712822,287.99069327175204,287.48654,288.2206265174144,288.6960766601962,288.1860388682629,288.2430401375881,287.6321387171857,287.6629037695328,287.79928791038725
2011,287.7494779633451,287.2644194531311,286.90812358701635,288.3129234981872,287.43410665603307,287.61437052034745,287.99275930502245,288.5387456628876,288.9746714875986,287.49592332303524,287.1042383700603,288.7198142534837,288.2120083731597,287.7972659790547,288.6516787574865,287.10997006487577,288.2432945321789,288.25889165637506,287.6832004956556,288.48176276332555,288.1407583630175,287.7287229282444,287.2967033275941,288.1931491602347,288.1099197699894,288.1118537049292,287.11026,288.3715028392832,288.6403464147997,287.9855669468504,288.20404890394224,287.7066026982958,287.947314050553,287.6648506329844
2012,287.6614718042085,287.43872657009047,286.80541644495,288.3262210116017,287.4336546283982,287.7425136306206,287.8767659477173,288.66849689908514,289.09311185744593,287.6068695642679,287.1456143855084,288.90931090722603,288.2772435725595,287.9329722525049,288.69686321154813,287.02119450823267,288.0897080059961,288.30587883663367,287.77345526160457,288.37897208486964,288.0917450139198,287.8544677220047,287.37629411315936,288.21381254132984,288.1725477970851,288.0719719994912,287.35507,288.4659687653996,288.6628415831267,288.1006371951437,288.3008962829922,287.6540073001199,288.0097277969823,287.7436456955437
2013,287.5849205877109,287.54545721003984,286.82588809019524,288.204413544289,287.5051574850648,287.78406322142234,287.8343529736395,288.6189300263749,289.44775926299627,287.8325385730265,287.1785125398416,288.84513267528445,288.178856200458,287.64940073864483,288.7531134110932,287.1112839593257,288.3084519781351,288.1957801892277,287.8743492311133,288.4892391339974,288.0727419730478,287.7523072032098,287.332532951936,288.05822390933287,288.16769730651697,288.04091042508475,287.32642,288.3041130014732,288.78088940569984,288.0698178015808,288.4001958652501,287.568158204164,288.06054279953065,287.72469124879365
2014,287.7284925749988,287.2757727789199,286.9385815198551,288.2707194320851,287.4321307894639,287.7853045639418,287.87281523320627,288.5435553467233,289.32665494391006,287.9899858373912,287.1933055627877,288.85559240324886,288.28817622217,287.8688607920239,288.80447626300435,287.18405005699304,288.3749404586418,288.32295143501074,287.74821526824127,288.67387015919275,288.1221566996456,287.83385049098405,287.38507626465827,288.10095921059497,288.1385070173447,288.17551774276177,287.2013,288.2214663293769,288.8390385288491,288.09619855207166,288.3670105431105,287.63072441785795,287.8781512770375,287.63212692969904
2015,287.8139569757424,287.3087104284568,286.967079664338,288.42458623676566,287.4163512278928,287.9893658276357,287.88415566336704,288.63822007236314,288.9652987977675,288.0546666782687,287.2919438491355,288.90020834925946,288.2959704793978,287.94492691684644,288.8042097063616,287.0075888163269,288.25350112396706,288.1812323166542,287.80624857068364,288.440272692297,287.97265130624265,288.120778485352,287.2831791084415,288.24622971744594,288.0413680404028,288.25484741823243,287.14053,288.08483069046406,288.826564480865,288.083780636684,288.46039397689225,287.7208464811606,288.0919939899923,
2016,287.9212037626564,287.4921036543945,286.92959024424664,288.45393233973647,287.4051965920342,288.0400078643494,288.0219325290131,288.8609963414549,288.9024642050903,288.01849145919715,287.30226513578816,288.9715930280418,288.4192692411768,287.84309034376014,288.8499086729601,287.1155404679633,288.28487135353487,288.55561074038064,287.86759430401315,288.43276964494413,288.0348642243093,287.9990550168222,287.1610613467456,288.31431876355254,288.0314781182006,288.30927956978684,287.2197,288.21210637368137,288.89631839673274,288.2251636277976,288.4079369701669,287.8515344696203,287.99591034621926,
2017,287.8986530927669,287.6582182242621,286.85154172079154,288.2454436285292,287.4657065249708,288.1169745194836,288.08235385793824,288.804083862243,289.1434456884054,287.9393561080302,287.1820947534825,288.7599897154866,288.4602069387638,288.02260529858626,288.86123095755977,287.1182974621045,288.4393960964729,288.5107647846513,287.76361860276467,288.5179059523405,288.2094105669756,287.87505303347854,287.16542306219594,288.3361527382268,288.0742986205748,288.4642482823571,287.59674,288.34525271745207,289.16302545716,288.2611531348735,288.5433581081051,287.7737395917634,288.0571687484869,
2018,287.9601794855395,287.73879822878786,286.9525630055102,288.4332182133307,287.4328766654225,287.8761828239482,287.8493721188128,288.2048192499519,289.3834991315104,287.8665909236712,287.2509596884367,288.6239528670536,288.55147794133336,288.0413334833782,288.9472416132409,287.2143078059715,288.3412636104805,288.60344609561986,287.86120356619847,288.6500809224312,288.14438613920987,288.1497158974398,287.1165966026371,288.3837575423757,288.2289759799299,288.42843744247904,287.53915,288.35479981806594,289.2509402210872,288.3873201945358,288.5922954753699,287.6584191800644,288.13010791567666,
2019,288.08832294532243,287.72467769131794,286.95087346361726,288.5032934624918,287.5092211808178,287.872459206066,287.81424891414355,288.1724625988297,289.16579335994703,288.0351636317928,287.3850521320649,288.8383760020281,288.57134620474704,287.993439248092,288.8760939822781,287.4424124845661,288.3474160590072,288.5258997184752,287.9186863322841,288.7183943464174,287.9766461999106,287.9477997458036,287.2869092544313,288.0950323537005,288.40614347344564,288.53933182173165,287.47006,288.07054722728674,289.1878468030631,288.3658371249259,288.7343315140316,287.54695438819806,288.16629551212606,
2020,288.08681438095704,287.4729813264391,286.98441856593035,288.27881082234063,287.58055047090846,287.9501807515569,288.0098059349708,288.0863215688183,289.0850925039745,288.1150517388836,287.40604709214347,288.875139823054,288.5992218571223,288.03968415932496,288.99099451682645,287.3988349108865,288.66800348140293,288.37537070167167,288.011063142077,288.641667008944,288.1570546746684,288.05838578265184,287.2669592843012,288.112399013937,288.3101144800362,288.597658652362,287.53894,287.91966305838724,289.0813405281401,288.2497354339576,288.443317472316,287.7100729452565,288.2461813247365,288.2781427218373
2021,288.11785504663777,287.53602016650206,287.0897907377357,288.4761930073916,287.5653293243715,288.1231607480369,288.139132130935,288.5377991172075,289.0955207471781,287.99934510786096,287.5285300699375,288.64110606561366,288.4017608176411,288.12787589484464,289.02302624265,287.2352638732289,288.56692440962473,288.29726760244,288.1007845068205,288.6127959651527,288.22743348390696,288.17248987823194,287.4536008377795,288.38946171052413,288.36401176326643,288.71018865021915,287.5587,288.1468900060673,289.2306178991164,288.4054326412706,288.44219852672575,288.0098473398121,288.42049070291097,288.2652527031207
2022,288.10753210546875,287.7258884057736,287.17374709088267,288.4585527062069,287.6496106211114,288.39242558046993,288.22356296131244,288.7209670307913,289.2770395184156,287.96742958983344,287.5658743337985,288.6289847171804,288.3607896316482,288.2783886135823,288.9970969645858,287.54207169389827,288.5803341578702,288.4335288047543,288.0050919724365,288.7164523559813,288.2036101703207,288.3141053258241,287.2859791968804,288.396521419452,288.3783986632258,288.8188133824114,287.41348,288.43078966073944,289.33319474644827,288.555971804432,288.53781196704614,287.86917933589774,288.3048283902392,288.3618724054747
2023,288.09449062324705,287.8147251616596,287.1884309177242,288.27788417060634,287.6069821045524,288.2867877419276,288.2718485240371,288.6542252815604,289.41505276845555,287.939500374263,287.48494990904175,288.99216632728525,288.49423175652777,288.254404099858,289.0994838511608,287.61880885187,288.6748874093548,288.46986585606834,287.8662114634496,288.4131433845541,288.45663122498394,287.9930470663941,287.4235129753772,288.3003920376165,288.3009099084759,288.8033441538728,287.46683,288.37846217829286,289.3699995421132,288.5500903019744,288.6634663467641,287.8477514451634,288.37279984107744,288.2842360974895
2024,287.9524481080568,287.73326438119824,287.19532657235743,288.4395278273521,287.8846787204528,288.2425853321782,288.3076825450338,288.69945170916645,289.6101081269184,287.6835628110711,287.5815575591397,288.9583918763651,288.581368153828,288.2850017483761,288.96993595017915,287.33685542424905,288.75948047403153,288.632948027748,287.97047905229573,288.28361801925104,288.4243383374439,288.17711976342804,287.4834740570505,288.38185141971394,288.42611498264296,288.8294589012205,287.70035,288.2689161439216,289.25634093814546,288.52175419102514,288.71786228676547,288.0721291289015,288.4511720552171,288.22697205227314
2025,288.07410965242366,287.73256628795804,287.31914620607506,288.5655087972951,287.8278072373692,288.2510554925902,288.399037588285,288.6223161703145,289.2881236860593,287.711957751397,287.51986110409325,288.6064313942562,288.6731748253813,288.3533633912373,288.9929675932373,287.58962576294493,288.9953354768259,288.48194549817754,288.0368103037284,288.2895235656304,288.53723694799515,288.21246549031844,287.3225311016054,288.54429914192315,288.3764047377047,288.95047006112577,287.76242,288.39106879356655,289.37613835283344,288.4669248937096,288.7967253910391,287.9115726539705,288.48976500981274,
2026,288.22540258827905,287.8484342929483,287.40660442111107,288.74142039468376,287.8400884875068,288.2876094251918,288.33066364731417,288.6713797770514,289.3257120270531,287.7804555738816,287.5183920463595,288.76629242635266,288.43364052348824,288.3735570154602,289.1261579153914,287.6402925949867,289.1364296912209,288.5589761353267,287.949783674558,288.27918721282566,288.6930209293023,288.2647472027336,287.5562503504194,288.5441765830879,288.2073037385403,288.9564093412062,287.8693,288.5768176627441,289.55260609866303,288.50812992935874,288.78662562333136,287.89067023903027,288.30838728423817,
2027,288.23208249608314,287.7568495650357,287.3186681722829,288.5010657141223,287.84980107685936,288.3110763538665,288.5078479557845,288.8711477785512,289.4797252447674,287.865219305161,287.5490183734566,289.0935391123535,288.59226032723944,288.51871368279967,289.16255298146376,287.38218134561623,289.0533520410904,288.55155438341984,288.0956457141051,288.3591857550681,288.4513801294322,288.06829492287693,287.621621790839,288.4940639371959,288.31427951583737,288.9726962910221,287.74017,288.5933762143057,289.5126769257658,288.54124933761216,288.76171947503553,287.8975724558623,288.3162747326947,
2028,288.2858449322161,287.73575654579025,287.2970831747773,288.6370515954854,287.79866704598953,288.28241549694263,288.33457657480284,288.946073514014,289.74146228442095,288.02869155142275,287.64854551093566,288.9954429709572,288.6617545282793,288.51073950071054,289.27660753871857,287.533082302884,289.00101105277906,288.4916637768253,287.95540251783046,288.6827657873385,288.3028758148397,288.1726715446776,287.475622865071,288.7049926374186,288.3402124622806,289.004830043498,287.67343,288.3088421147924,289.6000369425736,288.5315192470913,288.81434862762103,288.0748146910737,288.22532310829155,
2029,288.2422001585652,287.7388354532464,287.44167457025986,288.60819630205134,287.8584040914116,288.3904906244796,288.5193180649072,288.88465791976387,289.83068073698234,288.1059997007684,287.6046216671136,288.87054022370546,288.7084983665477,288.47813166874136,289.2586048152836,287.733883886478,288.8378120886172,288.5723524037763,287.88124107153993,288.7222413974235,288.6981219002598,288.208821545813,287.6222485738119,288.7263757674787,288.5507187583592,288.9381542264172,287.74008,288.4379705675429,289.6747194834739,288.629001168492,288.92009727598014,288.0526260746762,288.3794180882487,
2030,288.2921924366298,287.896386151978,287.5119006479517,288.4704976788399,287.86021498000235,288.18416252874226,288.7071719853788,288.7514950294167,289.43897240734515,288.2445964687642,287.7267971600773,288.8816876688204,288.757294074071,288.4164212549312,289.2503018085667,287.5633009641498,288.8594043041114,288.5222535957422,287.83521536865373,288.7695865812892,288.79560635305137,288.2158421769262,287.6600658190615,288.53223848283886,288.42188062278245,288.98155231331083,287.63297,288.4112573129032,289.60437468510275,288.65416516562766,288.7660738036223,288.1360681768906,288.3460502114789,
2031,288.3843117123007,287.7972103509013,287.35060633218114,288.6867875271185,287.85689238058507,288.34793225280504,288.5477019010836,288.7597393502928,289.4555019234984,288.11322962067027,287.784836474794,289.0458999258614,288.640510648926,288.5579414019126,289.2514688096431,287.6613078406809,288.9939736381256,288.5098972031544,288.1821880810334,288.7644608392864,288.6159979276054,288.3331605892374,287.7569011387652,288.6060235764527,288.3672404325103,289.05163573491524,287.80554,288.87030546765624,289.4322019250526,288.617504751931,288.73897467464366,288.274546177242,288.4636274567767,
2032,288.3759527006956,287.8259172819708,287.33640927145467,288.65905946504614,287.8981206533965,288.4189252008268,288.60478491608256,288.9381956838002,289.70811667671984,288.1473652586312,287.6989147255751,289.2474010023387,288.61801879193035,288.42715176884434,289.2272218836855,287.6172525611231,288.9589801111515,288.7319275273106,288.21371735901465,288.77759805441536,288.31025873644273,288.35511578937763,287.7145733932386,288.74059526843985,288.5332698153795,289.05659663401144,288.1032,288.92675517924255,289.5732010082077,288.73326260307306,288.84267262194817,287.99983210165755,288.3973834516762,
2033,288.32833643431235,287.70418697517545,287.3199686108671,288.4756080979178,287.8211433683676,288.3403272225433,288.712965855204,289.047809008118,289.9486240191966,288.18640711379635,287.7750536827387,288.99006715936395,288.92395527230616,288.60094585044266,289.19337083940485,287.91790969424824,289.0751660516653,288.7589781988114,288.1003664074054,288.5173260794375,288.4321945727415,288.2040386677998,287.75847159958306,288.6881604295385,288.54035786127935,288.98998027977825,287.9517,288.6419554139433,289.7432633326592,288.6657603414392,288.84902080314004,288.05415248686285,288.43342561172574,
2034,288.500138886515,287.7966847172654,287.4738603582607,288.6372082537793,287.9595726638685,288.442811759548,288.6253993758491,289.0998616765873,289.81943516178865,288.0637250896329,287.82001508683464,289.03369786398974,288.82965709821354,288.6901894911002,289.21816861259794,287.6890489060634,289.28112822609626,288.78067828677246,287.9116185472341,288.7317625149022,288.2892458725329,288.1876921621976,287.94223535729947,288.8581823332028,288.62896841038327,289.05411812690073,287.92703,288.5755849141663,289.6133986415709,288.56869060712205,288.85924583270224,288.1421316760225,288.39477128866275,
2035,288.5430279728498,287.93657956136883,287.5162333942164,288.82070796576795,287.97015265698843,288.46794867535965,288.65457496030143,289.21543842988734,289.5578779666876,287.90651901758366,287.8157794010233,289.16309681900583,288.67540674198074,288.6975051687499,289.4044974008102,287.66238835796395,289.27159379854066,288.76632542465643,287.9626612929871,288.89570948796995,288.172273050387,288.27009385662313,287.88979801831914,288.9469083276879,288.60596043138884,289.2979099370169,287.8467,288.64317289917926,289.6529075739935,288.6301388034539,289.02260474528697,288.09848761595134,288.48554228651545,
2036,288.53906227618546,287.97121712366294,287.6174320856126,288.6247785504687,287.96730268464745,288.5801878389516,288.86748197099143,289.2600949514699,289.66476013465604,288.1206147845447,287.8707450756009,289.0694168595893,288.7672333319637,288.4273208301079,289.31912332071926,287.94763180767285,289.1297196216763,288.80515276382,288.17195305920376,288.82494506147646,288.7623061706139,288.5260203965136,287.9278506968436,288.74318015354567,288.4784612574085,289.3503917843087,288.09232,288.9051243938597,289.83348426161086,288.77187805059856,288.77753657325985,288.0158524463087,288.6466166622993,
2037,288.51981580626483,288.0329154234436,287.61886956304284,288.79777971999323,287.9598141162623,288.7583428634613,288.9182315346305,289.2462690977172,289.80289740173026,288.60187735699026,287.77438976352784,289.06625134380204,288.6965574213227,288.6209941180797,289.4036241735486,287.7758561266066,289.20031423861684,288.8769229218388,288.10906794301223,288.8841169711668,288.7982397583069,288.3045206053196,287.9338632743822,288.8330421004965,288.5714820159935,289.317549531459,288.18948,289.0488094343793,289.83050585906363,288.61510133527617,288.7047400087918,288.1190981805756,288.7345924374818,
2038,288.78276955220554,287.9995212557877,287.6271451935021,288.8925421440179,287.9740788616204,288.6386631089392,288.96922221458493,289.071286735744,289.9898753116225,288.4748092461676,287.9533469895857,289.1081203480956,288.6886950266361,288.86753352493594,289.6334907936735,287.7759956003842,289.2261923487393,288.87541977096697,288.1093943735498,289.0354946197768,288.7567802524779,288.31233354735974,287.942994198996,289.0355878889314,288.5778155583219,289.3423147373433,287.99402,288.91002648154614,289.72132292612247,288.8955207857818,288.8341645630539,288.1254622049905,288.8450245158008,
2039,288.81998107629494,287.9547344886419,287.6311055215179,288.95484290088376,287.9033588298172,288.64685668583513,288.79563488208584,289.1104865924876,289.8317064180134,288.134571593634,288.02777420691217,289.36390648541254,289.03245280637253,288.809546061628,289.67137495832986,288.1489874711152,289.25998725587544,288.91193235650616,288.24754407840646,288.91396345338603,288.5235644961032,288.24779455492217,287.7357415886892,288.8672288301902,288.48842932239137,289.37945414487825,288.2638,288.976463029898,289.7516051224752,288.9938114722305,288.98540875046723,288.2141074839922,288.94958915283746,
2040,288.63900224324266,287.90387386304377,287.65336318353275,288.78092291642787,288.0364855426908,288.55307493164565,288.8983805863723,288.9963410832855,289.54683542659967,288.1495486822739,287.9627222277045,289.3577443347272,289.10634293025026,289.02659448449566,289.6262305341741,288.03205375251696,289.3323107981169,288.8973729482474,288.4171427961702,288.8802736475254,288.5141157400396,288.4090945761633,287.9385090068721,289.0140849247125,288.67146277536034,289.40876084095254,288.54034,289.09796368080964,289.9289545286437,288.9181378294575,288.92849858343675,288.35340046050754,288.8109961004962,
2041,288.6158586604017,287.9453425845245,287.6102530899764,288.8862262938422,288.17551757245536,288.56602008784046,289.18277082708147,289.2380895379318,289.5454520424577,288.24747822335377,287.97152693631057,289.3793906850571,288.7636292131201,288.9450584476181,289.5537925128217,287.71528945218137,289.41548570393485,288.9160530929391,288.1883000337528,288.77609088181373,288.68743057933665,288.44821127294995,287.9709082378015,288.7643066652706,288.69694854179335,289.4329377571939,288.32373,289.34162087960254,289.6917225928881,288.87186854913847,289.0478953558849,288.51722515394937,288.66465456721045,
2042,288.8473486548551,287.824446586873,287.5467336720396,288.85315868208096,288.19178859941786,288.600133288366,289.0492393110281,289.35365219014074,289.6650564671477,288.3316582045668,287.83022495733445,289.3220126015155,288.7904898390594,289.11723846497824,289.60424177726856,287.9021482489001,289.6157383180494,288.85969308086766,288.2940223158989,288.801984782848,288.7852269852366,288.3574341151041,287.8030736524871,288.75574135435886,288.67563592054984,289.34543495564816,288.17966,289.33306045204506,289.7907050042256,288.9143088922974,289.0897399002256,288.4470017538102,288.73721877796686,
2043,288.8479548927393,287.92776080353866,287.6774259070564,289.0381352186259,288.2606189987862,288.62252484816094,288.88628612739416,289.5445664451232,289.9962026343108,288.2294636117252,287.87327029294227,289.33634271648253,289.0320693936914,289.14991667076544,289.7124382574989,288.0346400185492,289.40504556099114,288.9601914620491,288.3725384534783,289.0428540773394,288.76848643760934,288.44177743901724,287.92984304994496,289.06566729917773,288.50407943768045,289.5316376039794,288.2418,289.08585956868035,290.0538662688911,288.90681648175763,288.9243820000345,288.28663424804864,288.67649221299763,
2044,288.66769359413314,287.9671320877152,287.684363473379,288.79366627499707,288.2517874061536,288.6939858115516,288.9017132186306,289.5235148261522,290.15032606738265,288.31707824896125,287.87278355437235,289.1702394416005,289.23729914734,289.026281747124,289.7464170515905,287.8523064391275,289.5847390177565,288.9844694534523,288.246426252505,289.1948870992536,288.75998448511973,288.5875906359143,287.9265596237696,289.19176152937723,288.6006530184939,289.4880466165736,288.131,289.19231381697983,289.86541517462604,288.95877666806945,288.90797737084006,288.29746041985146,288.79813909388656,
2045,288.7528460880112,287.948863058705,287.77939346924285,288.9557079067852,288.28936758077657,288.85527046211155,289.0681607488818,289.36763787908654,289.81519071729923,288.40203062333075,287.9388982728222,289.3352791203287,289.0035024182859,289.14778913720573,289.7164562578073,287.80212921171,289.5296933830124,289.0705574746442,288.293943505973,288.8386420086527,288.9964338116633,288.5444850183106,287.79366531048856,289.1666971868878,288.6878483140957,289.5483486600935,288.31534,289.2569923418753,289.88862848509297,289.1114618731894,289.0486048785189,288.37558325494643,288.7597722064714,
2046,288.8436517347636,288.0422419782564,287.9934068290161,289.0260081436062,288.2212429385906,288.8781546633727,289.305893747344,289.3580688444578,289.88258567881303,288.803280526274,287.9039659382684,289.37569002094943,289.09143611077127,289.1299305234991,289.7343550306484,288.02922875453675,289.4990236297601,288.90888428778686,288.19824937595314,288.80399518415805,289.1379693649346,288.5977988336022,287.95839706084456,289.32064863801867,288.8609523713183,289.636288850262,288.4957,289.3485506366351,289.98692609613266,289.0012288031898,289.20055217216446,288.3336805633087,288.9577656902278,
2047,288.8574790427071,288.13721990060986,287.81593491473416,289.1089705795603,288.1966296716642,288.862423720305,289.436095042794,289.5974007296149,290.0098256877852,288.6706871206133,287.8630104745887,289.5920981788292,289.0664453413955,289.2307855923348,289.5998198546732,287.91470255423883,289.49188462196014,288.9337948593879,288.5124079256282,289.01332761464283,288.98032093749475,288.50607943271706,288.0860050858683,289.3815135930377,288.95862399468746,289.6759570280238,288.63553,289.547258158993,290.04272408279905,288.9692178847388,289.2567492642634,288.35728362852694,288.92895621845616,
2048,288.820431701387,288.00971127578015,288.0068628119795,288.8991057954143,288.30488533539926,288.92439187144544,289.28644296670166,289.82119818699294,290.23293323115473,288.67288800998585,288.02707867587554,289.6312231504354,289.21370067886227,289.2444817782761,289.6382153764618,288.0915400729247,289.7011374456591,289.1437187887803,288.43969344245096,289.25220009083324,289.1781688600004,288.7030485508068,287.8314323673197,289.3938000154373,288.92340871732995,289.6572145246485,288.55917,289.6437930185535,289.9337656530961,289.27867783517405,289.0976788731769,288.6577620746307,288.9019180820067,
2049,288.8289382012785,288.19424508471764,288.01562285473483,288.96967140299904,288.30496990607026,288.9276391598819,289.2376122869899,289.7443724921819,290.10841629912426,288.7158774041484,288.0009695062716,289.4291498011964,289.2255707745837,289.25356573780664,289.6216302300966,288.26367781521344,289.56805661054426,288.95310817864674,288.4568616932947,289.3255811166796,289.23883064023,288.81730795673536,287.9364765478037,289.3849076192193,288.85229687628765,289.7453920372405,288.52634,289.513560223169,289.9640635735503,289.1517351588263,289.33086746689713,288.67795294334707,288.9174511920009,
